,Date,Government Agency,Fund,Contractor,Procurement Method,Jamaican Equivalent,Funding Agency
1303,2011-07-06,Petrojam Limited,PCJ,GE BETS INTERNATIONAL,DC,17200000.0,Non-GOJ Funding
1304,2011-07-06,Ministry of Education,GOJ,RICAM CONSTRUCTION LIMITED,OT,13275453.4,GOJ Funding
1305,2011-07-06,National Water Commission,NWC,BAJAD LIMITED,ST,43554730.0,Non-GOJ Funding
1306,2011-07-06,Rural Electrification Programme,GOJ,WHISKERS LIMITED,ST,10772532.0,GOJ Funding
1307,2011-07-06,Rural Electrification Programme,GOJ,ESSEX EXPORTS INCORPORATION,ST,31259560.36,GOJ Funding
1308,2011-07-06,Ministry of Education,GOJ,FOCAL POINT CONSULTING LIMITED,OT,23650000.0,GOJ Funding
1309,2011-07-06,Ministry of Education,GOJ,D.T. BROWN CONSTRUCTION LIMITED,SS,270857037.0,GOJ Funding
1310,2011-07-06,National Water Commission,IADB,VINCI CONSTRUCTION GRANDS PROJETS,OT,1500639231.0,Non-GOJ Funding
1311,2011-07-06,National Works Agency,CDB,GENERAL PAVING COMPANY LTD.,LT,55940807.52,Non-GOJ Funding
1312,2011-07-06,National Works Agency,CDB,DWIGHT'S CONSTRUCTION LTD.,LT,230501644.0,Non-GOJ Funding
1313,2011-07-06,National Works Agency,CDB,ROGERS LAND DEVELOPMENT LTD.,LT,203832038.0,Non-GOJ Funding
1314,2011-07-06,National Works Agency,CDB,ROGERS LAND DEVELOPMENT LTD.,LT,195021817.6,Non-GOJ Funding
1315,2011-07-06,National Works Agency,CDB,CHIN'S CONSTRUCTION LTD.,LT,49156327.13,Non-GOJ Funding
1316,2011-07-06,National Works Agency,CDB,NAKASH CONSTRUCTION & EQUIPMENT LTD.,LT,93432067.59,Non-GOJ Funding
1317,2011-07-06,National Works Agency,CDB,CHIN'S CONSTRUCTION LTD.,LT,72613190.7,Non-GOJ Funding
1318,2011-07-06,National Works Agency,CDB,DWIGHT'S CONSTRUCTION LTD.,LT,58498388.79,Non-GOJ Funding
1319,2011-07-06,National Works Agency,CDB,DWIGHT'S CONSTRUCTION LTD.,LT,161081431.8,Non-GOJ Funding
1320,2011-07-06,National Works Agency,CDB,SURREY PAVING & AGGREGATE CO. LTD,LT,157665406.0,Non-GOJ Funding
1321,2011-07-06,National Works Agency,CDB,ROGERS LAND DEVELOPMENT LTD.,LT,99903671.99,Non-GOJ Funding
1322,2011-06-29,Port Authority of Jamaica,PAJ,PRICEWATERHOUSECOOPERS,DC,285847200.0,Non-GOJ Funding
1323,2011-06-29,Rural Electrification Programme,GOJ,JAMAICA PUBLIC SERVICE COMPANY LIMITED,DC,15954285.06,GOJ Funding
1324,2011-06-29,Ministry of Education,GOJ,ARTROG CONSTRUCTION COMPANY,ST,15557269.0,GOJ Funding
1325,2011-06-29,Registrar General's Department,RGD,GIESECKE & DEVRIENT GMBH,LT,139019180.3,Non-GOJ Funding
1326,2011-06-29,Port Authority of Jamaica,PAJ,COLOURED FIN LIMITED,OT,13955523.84,Non-GOJ Funding
1327,2011-06-29,National Works Agency,IADB,ASPHALTIC CONCRETE ENTERPRISE LIMITED,ST,279092105.1,Non-GOJ Funding
1328,2011-06-29,Caymanas Track Limited,CTL,UNITED TOTE,LT,28541800.0,Non-GOJ Funding
1329,2011-06-22,National Works Agency,IADB,KIER CONSTRUCTION LIMITED,LT,102977546.5,Non-GOJ Funding
1330,2011-06-22,Petrojam Limited,PCJ,SOS SAFETY INTERNATIONAL,DC,20172400.0,Non-GOJ Funding
1331,2011-06-22,Wigton Windfarm Limited,IADB,METEOTEST,OT,15622880.0,Non-GOJ Funding
1332,2011-06-22,Ministry of Education,GOJ,ACID SECURITY SERVICES LIMITED,ST,19440000.0,GOJ Funding
1333,2011-06-22,National Solid Waste Management Authority (NSWMA),GOJ,WAYNE RICH LIMITED,DC,7084000.0,GOJ Funding
1334,2011-06-22,National Solid Waste Management Authority (NSWMA),GOJ,WAYNE RICH LIMITED,DC,13984000.0,GOJ Funding
1335,2011-06-22,National Solid Waste Management Authority (NSWMA),GOJ,GENERAL MAINTENANCE & CONSTRUCTION SERVICES LIMITED,DC,14720000.0,GOJ Funding
1336,2011-06-22,National Solid Waste Management Authority (NSWMA),GOJ,GENERAL MAINTENANCE & CONSTRUCTION SERVICES LIMITED,DC,10000000.0,GOJ Funding
1337,2011-06-22,Petrojam Limited,PCJ,CPC PUMPS INTERNATIONAL,DC,26652560.0,Non-GOJ Funding
1338,2011-06-22,Fiscal Services Limited,GOJ,KPMG ADVISORY SERVICES,ST,22216383.45,GOJ Funding
1339,2011-06-22,Caymanas Track Limited,CTL,QUEST SECURITY SERVICES LIMITED,ST,100595650.0,Non-GOJ Funding
1340,2011-06-15,Petrojam Limited,PCJ,HYDRAULIC MACHINERY INCORPORATION,DC,9785760.0,Non-GOJ Funding
1341,2011-06-08,Jamaica Social Investment Fund (JSIF),IBRD/ GOJ,RENAULT TRUCKS (FRANCE),SS,13014794.31,Non-GOJ Funding
1342,2011-06-08,"Passport, Immigration & Citizenship Agency (PICA)",GOJ,IBM WORLD TRADE CORPORATION,ST,10401226.08,GOJ Funding
1343,2011-06-08,Petrojam Limited,PCJ,CDF,DC,3224253.34,Non-GOJ Funding
1344,2011-06-08,Petrojam Limited,PCJ,QUALITY PLUS CONTRACTING COMPANY LIMITED,DC,5970828.0,Non-GOJ Funding
1345,2011-06-08,Petrojam Limited,PCJ,JIDW,DC,3717626.0,Non-GOJ Funding
1346,2011-06-08,Petrojam Limited,PCJ,POWERGEN LIMITED,DC,8000000.0,Non-GOJ Funding
1347,2011-06-08,Petrojam Limited,PCJ,POWERGEN LIMITED,DC,3242979.0,Non-GOJ Funding
1348,2011-06-08,Petrojam Limited,PCJ,PAINTERS & SANDBLASTERS LIMITED,DC,11422000.0,Non-GOJ Funding
1349,2011-06-08,Petrojam Limited,PCJ,D&D WELDING AND EQUIPMENT HIREAGE,DC,9061188.75,Non-GOJ Funding
1350,2011-06-08,Petrojam Limited,PCJ,GAR ENGINEERING,DC,4537872.0,Non-GOJ Funding
1351,2011-06-08,Petrojam Limited,PCJ,D&D WELDING AND EQUIPMENT HIREAGE,DC,4024000.0,Non-GOJ Funding
1352,2011-06-08,Petrojam Limited,PCJ,ADS MAINTENANCE,DC,6322100.0,Non-GOJ Funding
1353,2011-06-08,Petrojam Limited,PCJ,ADS MAINTENANCE,DC,5696400.0,Non-GOJ Funding
1354,2011-06-08,Petrojam Limited,PCJ,GAR ENGINEERING,DC,3889200.0,Non-GOJ Funding
1355,2011-06-08,Human Employment and Resource Training/HEART Trust NTA,HT/NTA,ALLIED PROTECTION LIMITED,DC,11691630.0,Non-GOJ Funding
1356,2011-06-08,Human Employment and Resource Training/HEART Trust NTA,HT/NTA,ATLAS PROTECTION LIMITED,DC,11755464.0,Non-GOJ Funding
1357,2011-06-08,Human Employment and Resource Training/HEART Trust NTA,HT/NTA,RANGER SECURITY LTD,DC,14620782.0,Non-GOJ Funding
1358,2011-06-08,Human Employment and Resource Training/HEART Trust NTA,HT/NTA,SENTRY SERVICES SECURITY COMPANY LIMITED,DC,3112176.0,Non-GOJ Funding
1359,2011-06-08,Fiscal Services Limited,GOJ,FUJITSU TRANSACTION SOLUTIONS,DC,4463680.0,GOJ Funding
1360,2011-06-08,Fiscal Services Limited,GOJ,FUJITSU TRANSACTION SOLUTIONS,DC,3776960.0,GOJ Funding
1361,2011-06-08,Fiscal Services Limited,GOJ,RED HAT INCORPORATED,DC,3347760.0,GOJ Funding
1362,2011-06-08,Fiscal Services Limited,GOJ,SYMANTEC,DC,4377840.0,GOJ Funding
1363,2011-06-08,Fiscal Services Limited,GOJ,FUJITSU TRANSACTION SOLUTIONS,DC,5837120.0,GOJ Funding
1364,2011-06-08,Fiscal Services Limited,GOJ,CROWN AGENTS,DC,6867200.0,GOJ Funding
1365,2011-06-08,Human Employment and Resource Training/HEART Trust NTA,HT/NTA,VANGUARD SECURITY LIMITED,ST,111540240.0,Non-GOJ Funding
1366,2011-06-08,Human Employment and Resource Training/HEART Trust NTA,HT/NTA,QUEST SECURITY SERVICES LIMITED,ST,112762080.0,Non-GOJ Funding
1367,2011-06-08,Human Employment and Resource Training/HEART Trust NTA,HT/NTA,RANGER PROTECTION & SECURITY COMPANY LIMITED,ST,121340700.0,Non-GOJ Funding
1368,2011-06-08,Ministry of Education,GOJ,CARLONG PUBLISHERS (CARIBBEAN) LIMITED,ST,74659147.19,GOJ Funding
1369,2011-06-08,Ministry of Education,GOJ,KINGSTON BOOKSHOP LIMITED,ST,223881126.3,GOJ Funding
1370,2011-06-08,Ministry of Education,GOJ,METO CORPORATION LIMITED,ST,22585500.0,GOJ Funding
1371,2011-06-08,Ministry of Education,GOJ,BOOK WIZARD LIMITED,ST,26170661.05,GOJ Funding
1372,2011-06-08,Ministry of Education,GOJ,SANGSTER'S BOOK STORES LIMITED,ST,24216483.94,GOJ Funding
1373,2011-06-08,National Water Commission,NWC,BAJAD LIMITED,ST,47004380.1,Non-GOJ Funding
1374,2011-06-08,"Passport, Immigration & Citizenship Agency (PICA)",GOJ,VANGUARD SECURITY LIMITED,ST,10797492.0,GOJ Funding
1375,2011-06-08,Petroleum Corporation of Jamaica,PET-CORP,PRICEWATERHOUSECOOPERS,ST,47980340.01,Non-GOJ Funding
1376,2011-06-08,National Solid Waste Management Authority (NSWMA),GOJ,SAMSON EQUIPMENT AND HAULAGE,LT,30909400.0,GOJ Funding
1377,2011-06-08,National Solid Waste Management Authority (NSWMA),GOJ,GENERAL MAINTENANCE & CONSTRUCTION SERVICES LIMITED,ST,116890000.0,GOJ Funding
1378,2011-06-08,National Solid Waste Management Authority (NSWMA),GOJ,BIERSAY EQUIPMENT,ST,27676600.0,GOJ Funding
1379,2011-06-08,National Solid Waste Management Authority (NSWMA),GOJ,SAMSON EQUIPMENT AND HAULAGE,ST,38882000.0,GOJ Funding
1380,2011-06-01,National Irrigation Commission Ltd.,GOJ/ IADB,BAJAD LIMITED,ST,12257399.0,Non-GOJ Funding
1381,2011-06-01,Aeronautical Telecommunication Limited,GOJ,RAYTHEON CANADA LIMITED,SS,14042751.74,GOJ Funding
1382,2011-05-25,Port Authority of Jamaica,PAJ,FALMOUTH HERITAGE RENEWAL,DC,8575000.0,Non-GOJ Funding
1383,2011-05-25,Port Authority of Jamaica,PAJ,E. PIHL & SON A.S.,DC,97210230.25,Non-GOJ Funding
1384,2011-05-25,Ministry of Education,IADB/ GOJ,H.D.B. CONSTRUCTION LIMITED,ST,660000000.0,Non-GOJ Funding
1385,2011-05-25,Ministry of Agriculture and Fisheries,GOJ,EAGLE INDUSTRIAL SALES LIMITED,LT,11650702.38,GOJ Funding
1386,2011-05-25,Western Regional Health Authority,GOJ,GEECHO CONSULTANTS & CONSTRUCTION LIMITED,ST,11899930.0,GOJ Funding
1387,2011-05-25,Jamaica Racing Commission,GOJ,LC/MS DRUG TESTING EQUIPMENT,DC,17925000.0,GOJ Funding
1388,2011-05-25,Ministry of Labour and Social Security,GOJ,FUJITSU CARIBBEAN (JAMAICA) LIMITED,ST,13071901.5,GOJ Funding
1389,2011-05-25,Ministry of Labour and Social Security,GOJ,MANAGEMENT CONTROL SYSTEMS LIMITED,ST,1117141.57,GOJ Funding
1390,2011-05-18,Spectrum Management Authority,GOJ,TCI INTERNATIONAL INC.,DC,144197285.8,GOJ Funding
1391,2011-05-18,National Water Commission,NWC,NATIONAL SAFETY LIMITED,ST,12601524.85,Non-GOJ Funding
1392,2011-05-18,National Water Commission,NWC,FLUID SYSTEMS ENGINEERING LIMITED,SS,15515622.38,Non-GOJ Funding
1393,2011-05-18,Petrojam Limited,PCJ,EMO WHEATON,DC,10847375.0,Non-GOJ Funding
1394,2011-05-11,Post and Telecommunications Department,PTD,SIBRON COMPANY LIMITED,ST,13050449.28,Non-GOJ Funding
1395,2011-05-11,Post and Telecommunications Department,PTD,SIBRON COMPANY LIMITED,ST,16526611.2,Non-GOJ Funding
1396,2011-05-11,Post and Telecommunications Department,PTD,SIBRON COMPANY LIMITED,ST,13594204.8,Non-GOJ Funding
1397,2011-05-11,Post and Telecommunications Department,PTD,SIBRON COMPANY LIMITED,ST,14311330.18,Non-GOJ Funding
1398,2011-05-11,Post and Telecommunications Department,PTD,KIWIJAH TRANSPORTATION LIMITED,ST,13728000.0,Non-GOJ Funding
1399,2011-05-11,Post and Telecommunications Department,PTD,KIWIJAH TRANSPORTATION LIMITED,ST,15312000.0,Non-GOJ Funding
1400,2011-05-11,Post and Telecommunications Department,PTD,KIWIJAH TRANSPORTATION LIMITED,ST,16896000.0,Non-GOJ Funding
1401,2011-05-11,Post and Telecommunications Department,PTD,KIWIJAH TRANSPORTATION LIMITED,ST,19536000.0,Non-GOJ Funding
1402,2011-05-11,Post and Telecommunications Department,PTD,LYTTON SMITH,ST,10120704.0,Non-GOJ Funding
1403,2011-05-11,Post and Telecommunications Department,PTD,BRITNICK,ST,11634522.24,Non-GOJ Funding
1404,2011-05-11,Post and Telecommunications Department,PTD,BRITNICK,ST,13864775.64,Non-GOJ Funding
1405,2011-05-11,Post and Telecommunications Department,PTD,BRITNICK,ST,10404343.48,Non-GOJ Funding
1406,2011-05-11,Post and Telecommunications Department,PTD,DIVERSE SERVICES COMPANY LIMITED,ST,10219278.96,Non-GOJ Funding
1407,2011-05-11,Post and Telecommunications Department,PTD,PHILLIDA HUTCHINSON,ST,13787558.4,Non-GOJ Funding
1408,2011-05-11,Post and Telecommunications Department,PTD,PHILLIDA HUTCHINSON,ST,11505381.88,Non-GOJ Funding
1409,2011-05-11,Post and Telecommunications Department,PTD,PHILLIDA HUTCHINSON,ST,11388579.84,Non-GOJ Funding
1410,2011-05-11,Post and Telecommunications Department,PTD,HUGH SHIRLEY,ST,10205733.12,Non-GOJ Funding
1411,2011-05-11,Post and Telecommunications Department,PTD,HUGH SHIRLEY,ST,14063623.2,Non-GOJ Funding
1412,2011-05-11,Post and Telecommunications Department,PTD,FLORIZEL GREENWOOD,ST,11453376.0,Non-GOJ Funding
1413,2011-05-11,Post and Telecommunications Department,PTD,ASTLEY HARDING,ST,10560000.0,Non-GOJ Funding
1414,2011-05-11,Post and Telecommunications Department,PTD,LEVENE BRUCE,ST,10547908.8,Non-GOJ Funding
1415,2011-05-11,Post and Telecommunications Department,PTD,NOEL THOMPSON,ST,10053120.0,Non-GOJ Funding
1416,2011-05-11,Post and Telecommunications Department,PTD,ELAINE SHIELDS,ST,12739816.32,Non-GOJ Funding
1417,2011-05-11,Post and Telecommunications Department,PTD,CLAYTON FYFFE,ST,12717619.2,Non-GOJ Funding
1418,2011-05-11,The Early Childhood Commission,IBRD,ILLUMINAT JAMAICA LTD,OT,21536416.06,Non-GOJ Funding
1419,2011-05-11,Office of the Prime Minister -Department of Local Government,JSIF,TANKWELD LTD.,DC,43560556.0,Non-GOJ Funding
1420,2011-05-11,"Culture, Health, Arts, Sports and Education (C.H.A.S.E.)",CHASE,RICAM CONSTRUCTION COMPANY,ST,10862889.0,Non-GOJ Funding
1421,2011-05-11,Petrojam Limited,PCJ,A. E. PARNELL AND COMPANY LIMITED,ST,109491541.0,Non-GOJ Funding
1422,2011-05-04,Jamaica Social Investment Fund,GOJ,ALFRASURE STRUCTURES AND ROOFING LIMITED,ST,38190393.0,GOJ Funding
1423,2011-05-04,Jamaica Social Investment Fund,CDB/BNTF,SHARE CON LIMITED,ST,45542492.15,Non-GOJ Funding
1424,2011-05-04,Petrojam Limited,PCJ,BORN HEATER CANADA ULC,DC,74525325.0,Non-GOJ Funding
1425,2011-04-27,"University of Technology, Jamaica",CDB,ALFRASURE STRUCTURES & ROOFING LIMITED,ST,58423462.0,Non-GOJ Funding
1426,2011-04-27,Petrojam Limited,PCJ,CBI JAMAICA LIMITED,ST,128414665.0,Non-GOJ Funding
1427,2011-04-27,Petrojam Limited,GOJ,DIVING & SALVAGING LIMITED,SS,360683493.6,GOJ Funding
1428,2011-04-20,Office of the Cabinet,GOJ,ERNEST MEGGINSON,SURREY PAVING & AGGREGATE CO. LTD,36555060.0,GOJ Funding
1429,2011-04-20,National Water Commission,IADB,KIER CONSTRUCTION LIMITED,OT,544311708.2,Non-GOJ Funding
1430,2011-04-20,Bureau of Standards,GOJ,B & E CATERERS & RESTAURANT LIMITED,ST,19240000.0,GOJ Funding
1431,2011-04-20,"University of Technology, Jamaica",CDB/GOJ,RELIABLE ENGINEERS LIMITED,ST,285264949.8,Non-GOJ Funding
1432,2011-04-20,Ministry of Education,GOJ,AFFORDABLE ENGINEERING & BUILDING CONTRACTORS LTD,ST,13031739.0,GOJ Funding
1433,2011-04-20,Norman Manley International Airport,NMIA,MODOFFICE BY EHC INDUSTRIES LTD,SS,16262413.65,Non-GOJ Funding
1434,2011-04-20,Norman Manley International Airport,NMIA,MODOFFICE BY EHC INDUSTRIES LTD,SS,25639033.99,Non-GOJ Funding
1435,2011-04-20,Jamaica Social Investment Fund,EU/PRP 11,RICAM CONSTRUCTION LIMITED,ST,23724427.3,Non-GOJ Funding
1436,2011-04-20,Jamaica Social Investment Fund,IADB/CSJP,ALFRASURE STRUCTURES AND ROOFING LIMITED,ST,26931959.54,Non-GOJ Funding
1437,2011-04-20,Jamaica Social Investment Fund,Gustav/GOJ,RICAM CONSTRUCTION LIMITED,ST,16370976.0,Non-GOJ Funding
1438,2011-04-20,Jamaica Social Investment Fund,Gustav/GOJ,RICAM CONSTRUCTION LIMITED,ST,15436159.0,Non-GOJ Funding
1439,2011-04-20,Jamaica Social Investment Fund,EU/PRP 11,RICAM CONSTRUCTION LIMITED,ST,21264483.26,Non-GOJ Funding
1440,2011-04-20,"University of Technology, Jamaica",GOJ,MICHAEL LAKE & ASSOCIATES,LT,64847500.0,GOJ Funding
1441,2011-04-20,Ministry of Finance and the Public Service,GOJ,RMP AND ASSOCIATES LIMITED,DC,19000000.0,GOJ Funding
1442,2011-04-13,Development Bank of Jamaica,DBJ,ALLIED INSURANCE BROKERS LIMITED,ST,10069727.68,Non-GOJ Funding
1443,2011-04-13,Jamaica Deposit Insurance Corporation,GOJ,GUARDSMAN LIMITED,ST,10539000.0,GOJ Funding
1444,2011-04-13,Jamaica Customs Department,GOJ,PRODUCTIVE BUSINESS SOLUTIONS LIMITED,LT,16817901.9,GOJ Funding
1445,2011-04-13,Petrojam Limited,PCJ,FLOWSERVE CORPORATION,LT,18015466.26,Non-GOJ Funding
1446,2011-04-13,Port Authority of Jamaica,PAJ,COAST SERVICES LIMITED,SS,22224790.0,Non-GOJ Funding
1447,2011-04-13,Ministry of Tourism,TEF,NATHAN EME LIMITED/NATHAN ASSOCIATES INC.,DC,17818446.5,Non-GOJ Funding
1448,2011-04-13,Development Bank of Jamaica,UDC,DELOITTE & TOUCHE,LT,29342355.0,Non-GOJ Funding
1449,2011-04-13,National Housing Trust,NHT,M & M JAMAICA LIMITED,ST,5262784.05,Non-GOJ Funding
1450,2011-04-06,Office of the Cabinet,GOJ,WORLEY PARSONS,LT,25743000.0,GOJ Funding
1451,2011-04-06,Petroleum Corporation of Jamaica,PET-CORP,CAC 2000 LIMITED,SS,28659480.69,Non-GOJ Funding
1452,2011-04-06,National Works Agency,IADB/GOJ,TRAFFIC CONTROL PRODUCTS LIMITED,ST,11825389.75,Non-GOJ Funding
1453,2011-04-06,Firearm Licence Authority,GOJ,M.L.O SERVICES LIMITED,ST,15321500.0,GOJ Funding
1454,2011-04-06,University Hospital of the West Indies,GOJ,DGS JAMAICA,ST,12600000.0,GOJ Funding
1455,2011-04-06,South East Regional Health Authority,NHF,AREL LIMITED,DC,4929279.94,Non-GOJ Funding
1456,2011-04-06,Development Bank of Jamaica,PET-CAR,ADEB CONSULTANTS LIMITED,SS,19968000.0,Non-GOJ Funding
1457,2011-04-06,South East Regional Health Authority,GOJ,CARI-MED LIMITED,DC,51000000.0,GOJ Funding
1458,2011-04-06,National Water Commission,NWC,SYSTEM INNOVATORS INTERNATIONAL (SII),DC,17992125.94,Non-GOJ Funding
1459,2011-03-30,Bureau of Standards,BOS,ILLUMINAT (JAMAICA) LIMITED,ST,11012743.0,Non-GOJ Funding
1460,2011-03-30,Ministry of Health and Environment,IBRD,ECODAS LIMITED,SS,77018150.09,Non-GOJ Funding
1461,2011-03-30,"Ministry of Education, Youth and Culture",GOJ,APEC CONSULTANTS,ST,28824759.5,GOJ Funding
1462,2011-03-30,Office of the Prime Minister,GOJ,MONA GEOINFORMATIX LIMITED,LT,24009300.0,GOJ Funding
1463,2011-03-30,Ministry of Agriculture and Fisheries,GOJ,MARKSMAN LIMITED,ST,90709040.0,GOJ Funding
1464,2011-03-30,Southern Regional Health Authority,GOJ,R.E. FORRESTER ELECTRICAL COMPANY,ST,17625793.1,GOJ Funding
1465,2011-03-30,Registrar General's Department,RGD,ATLAS PROTECTION LIMITED,OT,29198171.2,Non-GOJ Funding
1466,2011-03-30,Overseas Examinations Office,GOJ,CARL C. CHEN/CLIFTON YAPP ARCHITECTS,ST,12800000.0,GOJ Funding
1467,2011-03-23,Health Corporation of Jamaica,GOJ,MEDICAL PRODUCTS LIMITED,OT,34651260.0,GOJ Funding
1468,2011-03-23,National Irrigation Commission Ltd.,IADB,HYDROPLAN INGENIEUR - GESELLSCHAFT MBH,OT,22338503.0,Non-GOJ Funding
1469,2011-03-23,Overseas Examinations Office,GOJ,STATIONERY & OFFICE SUPPLIES LIMITED,ST,11594540.0,GOJ Funding
1470,2011-03-23,Human Employment and Resource Training/HEART Trust NTA,HT/NTA,MARATHON INSURANCE BROKERS LIMITED,DC,26172399.0,Non-GOJ Funding
1471,2011-03-23,Factories Corporation of Jamaica Ltd.,FC,C. H. TOMLINSON & ASSOC.,ST,36775000.0,Non-GOJ Funding
1472,2011-03-23,Ministry of National Security,GOJ,STEWART AUTOMOTIVE GROUP,SS,95723392.0,GOJ Funding
1473,2011-03-23,"Passport, Immigration & Citizenship Agency (PICA)",GOJ,"3M INTERAMERICA, INC.",SS,10246444.68,GOJ Funding
1474,2011-03-23,National Water Commission,NWC,ALLIED INSURANCE BROKERS LIMITED,ST,210911978.0,Non-GOJ Funding
1475,2011-03-23,Ministry of Transport and Works,AAJ,INTERNATIONAL FINANCE CORPORATION,DC,48923100.0,Non-GOJ Funding
1476,2011-03-16,Ministry of Education,GOJ,MACMILLAN DISTRIBUTION LIMITED,DC,275408336.6,GOJ Funding
1477,2011-03-16,Ministry of Education,GOJ,PEARSON EDUCATION LIMITED,DC,72053824.0,GOJ Funding
1478,2011-03-16,Ministry of Education,GOJ,CARLONG PUBLISHERS (CARIBBEAN) LIMITED,DC,214029000.0,GOJ Funding
1479,2011-03-16,National Export-Import Bank of Jamaica Limited,EXIM,ISLAND EVENTS & CATERS,LT,12831000.0,Non-GOJ Funding
1480,2011-03-16,Jamaica Social Investment Fund,CDB,ARTROG CONSTRUCTION COMPANY,ST,20077428.0,Non-GOJ Funding
1481,2011-03-16,Jamaica Social Investment Fund,EU,ARTROG CONSTRUCTION COMPANY,ST,13538500.0,Non-GOJ Funding
1482,2011-03-16,Ministry of Justice,GOJ,H.D.B CONSTRUCTION LTD,LT,283164073.0,GOJ Funding
1483,2011-03-16,Ministry of Water and Housing,GOJ,IAN JOHNSON EQUIPMENT RENTAL AND CONSTRUCTION COMPANY,SS,7858163.61,GOJ Funding
1484,2011-03-16,Ministry of Health and Environment,GOJ,AREL LIMITED,SS,42713520.0,GOJ Funding
1485,2011-03-02,Development Bank of Jamaica,DBJ,FERN COMPUTER SERVICES LIMITED,LT,14758811.82,Non-GOJ Funding
1486,2011-03-02,Fiscal Services Limited,GOJ,SITEWATCH ELECTRONIC SECURITY LIMITED,ST,22183971.13,GOJ Funding
1487,2011-03-02,Planning Institute of Jamaica,IADB,DELAWARE CONSULTORIA S.L.,OT,28924710.0,Non-GOJ Funding
1488,2011-03-02,Port Authority of Jamaica,PAJ,SMADA CONSULTANTS LIMITED,DC,30898800.0,Non-GOJ Funding
1489,2011-02-23,Jamaica Social Investment Fund,CDB,NAKASH CONSTRUCTION & EQUIPMENT LTD.,ST,24626412.0,Non-GOJ Funding
1490,2011-02-23,Jamaica Social Investment Fund,CDB,N.F BARNES CONSTRUCTION & EQUIP. CO. LTD,ST,29017760.0,Non-GOJ Funding
1491,2011-02-23,Petroleum Company of Jamaica,PETCOM,E.F.G. INDUSTRIES LIMITED,ST,27825509.4,Non-GOJ Funding
1492,2011-02-23,National Land Agency,GOJ,QUEST SECURITY SERVICES LIMITED,ST,26914500.0,GOJ Funding
1493,2011-02-23,E-Learning Company,UAF,MEDIANET LIMITED,ST,27825035.95,Non-GOJ Funding
1494,2011-02-16,National Works Agency,IADB,A.S. EDWARDS & ASSOCIATES LIMITED,ST,17878928.04,Non-GOJ Funding
1495,2011-02-16,National Works Agency,IADB,A.S. EDWARDS & ASSOCIATES LIMITED,ST,15197586.3,Non-GOJ Funding
1496,2011-02-16,National Housing Trust,NHT,D.R. FOOTE CONSTRUCTION COMPANY LIMITED,ST,358824000.0,Non-GOJ Funding
1497,2011-02-09,National Water Commission,NWC,CONSTRUCTION SOLUTIONS LTD.,ST,19363005.39,Non-GOJ Funding
1498,2011-02-09,"University of Technology, Jamaica",GOJ,FUJITSU CARIBBEAN (JAMAICA) LIMITED,ST,37807933.67,GOJ Funding
1499,2011-02-09,Petrojam Limited,PCJ,A.E. PARNELL & COMPANY LTD.,ST,24427600.0,Non-GOJ Funding
1500,2011-02-09,Ministry of Agriculture and Fisheries,GOJ,MACHINERY AND EXPORT COMPANY LIMITED,ST,14156050.45,GOJ Funding
1501,2011-02-09,National Solid Waste Management Authority (NSWMA),GOJ,SAMSON EQUIPMENT AND HAULAGE,ST,27231000.0,GOJ Funding
1502,2011-02-09,National Solid Waste Management Authority (NSWMA),GOJ,PREMIER BUSINESS SERVICES JA. LIMITED,ST,21489200.0,GOJ Funding
1503,2011-02-09,National Solid Waste Management Authority (NSWMA),GOJ,PREMIER BUSINESS SERVICES JA. LIMITED,ST,21489200.0,GOJ Funding
1504,2011-02-09,National Solid Waste Management Authority (NSWMA),GOJ,PREMIER BUSINESS SERVICES JA. LIMITED,ST,21489200.0,GOJ Funding
1505,2011-02-09,National Solid Waste Management Authority (NSWMA),GOJ,PREMIER BUSINESS SERVICES JA. LIMITED,ST,15118000.0,GOJ Funding
1506,2011-02-09,Jamaica Social Investment Fund,IBRD,KSA ENGINEERING CONSULTANTS LTD,ST,19630996.18,Non-GOJ Funding
1507,2011-02-09,Jamaica Social Investment Fund,IBRD,KSA ENGINEERING CONSULTANTS LTD,ST,13389810.91,Non-GOJ Funding
1508,2011-02-09,Jamaica Social Investment Fund,IBRD,SHARE CON LTD,ST,23829265.15,Non-GOJ Funding
1509,2011-02-02,Jamaica Fire Brigade,GOJ,BELL COMMUNICATIONS LIMITED,ST,19511250.0,GOJ Funding
1510,2011-02-02,Ministry of Water and Housing,GOJ,SHARE CON LTD,ST,16007586.0,GOJ Funding
